<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
15/01/20,00:00:00,4775.0000000,4873.0000000,4718.0000000,4744.0000000,162389
16/01/20,00:00:00,4754.0000000,4854.0000000,4751.0000000,4849.0000000,58692
17/01/20,00:00:00,4849.0000000,4875.0000000,4818.0000000,4843.0000000,58552
20/01/20,00:00:00,4845.0000000,4937.0000000,4842.0000000,4870.0000000,110272
21/01/20,00:00:00,4868.0000000,5081.0000000,4790.0000000,5026.0000000,352672
22/01/20,00:00:00,5029.0000000,5075.0000000,4940.0000000,4956.0000000,126243
23/01/20,00:00:00,4955.0000000,4994.0000000,4864.0000000,4901.0000000,123255
24/01/20,00:00:00,4907.0000000,4957.0000000,4840.0000000,4850.0000000,103968
27/01/20,00:00:00,4844.0000000,4844.0000000,4672.0000000,4744.0000000,123197
28/01/20,00:00:00,4744.0000000,4786.0000000,4687.0000000,4769.0000000,92364
29/01/20,00:00:00,4769.0000000,4823.0000000,4742.0000000,4814.0000000,102725
30/01/20,00:00:00,4807.0000000,4821.0000000,4742.0000000,4772.0000000,66010
31/01/20,00:00:00,4772.0000000,4797.0000000,4617.0000000,4646.0000000,106406
03/02/20,00:00:00,4641.0000000,4696.0000000,4622.0000000,4636.0000000,88438
04/02/20,00:00:00,4645.0000000,4778.0000000,4635.0000000,4762.0000000,88684
05/02/20,00:00:00,4763.0000000,4851.0000000,4739.0000000,4830.0000000,92965
06/02/20,00:00:00,4830.0000000,4920.0000000,4804.0000000,4857.0000000,89088
07/02/20,00:00:00,4852.0000000,4856.0000000,4772.0000000,4843.0000000,84098
10/02/20,00:00:00,4843.0000000,4883.0000000,4738.0000000,4769.0000000,106899
11/02/20,00:00:00,4770.0000000,4813.0000000,4760.0000000,4765.0000000,73066
12/02/20,00:00:00,4774.0000000,4838.0000000,4771.0000000,4836.0000000,56528
13/02/20,00:00:00,4832.0000000,4863.0000000,4786.0000000,4831.0000000,61181
14/02/20,00:00:00,4838.0000000,4844.0000000,4801.0000000,4820.0000000,45595
17/02/20,00:00:00,4822.0000000,4844.0000000,4814.0000000,4836.0000000,31452
18/02/20,00:00:00,4830.0000000,4830.0000000,4743.0000000,4761.0000000,68157
19/02/20,00:00:00,4767.0000000,4785.0000000,4753.0000000,4773.0000000,52614
20/02/20,00:00:00,4780.0000000,4799.0000000,4750.0000000,4767.0000000,36618
21/02/20,00:00:00,4767.0000000,4829.0000000,4743.0000000,4819.0000000,45298
25/02/20,00:00:00,4818.0000000,4848.0000000,4630.0000000,4676.0000000,166701
26/02/20,00:00:00,4679.0000000,4789.0000000,4674.0000000,4711.0000000,181132
27/02/20,00:00:00,4711.0000000,4727.0000000,4540.0000000,4552.0000000,122666
28/02/20,00:00:00,4550.0000000,4550.0000000,4237.0000000,4379.0000000,267663
02/03/20,00:00:00,4380.0000000,4455.0000000,4270.0000000,4386.0000000,159358
03/03/20,00:00:00,4388.0000000,4430.0000000,4221.0000000,4243.0000000,101596
04/03/20,00:00:00,4262.0000000,4391.0000000,4262.0000000,4372.0000000,69739
05/03/20,00:00:00,4369.0000000,4386.0000000,4207.0000000,4230.0000000,84605
06/03/20,00:00:00,4230.0000000,4262.0000000,4091.0000000,4129.0000000,137401
10/03/20,00:00:00,3980.0000000,3980.0000000,3283.0000000,3781.0000000,8661
11/03/20,00:00:00,3770.0000000,3770.0000000,3486.0000000,3530.0000000,5413
12/03/20,00:00:00,3510.0000000,3510.0000000,2864.0000000,2864.0000000,15068
13/03/20,00:00:00,2922.0000000,3316.0000000,2922.0000000,3262.0000000,16021
16/03/20,00:00:00,3255.0000000,3255.0000000,2822.0000000,2835.0000000,21313
17/03/20,00:00:00,2850.0000000,3250.0000000,2840.0000000,2960.0000000,27584
18/03/20,00:00:00,2935.0000000,2935.0000000,2670.0000000,2797.0000000,40071
19/03/20,00:00:00,2800.0000000,3116.0000000,2713.0000000,3048.0000000,140252
20/03/20,00:00:00,3050.0000000,3233.0000000,2975.0000000,3000.0000000,164076
23/03/20,00:00:00,3000.0000000,3063.0000000,2836.0000000,3063.0000000,212875
24/03/20,00:00:00,3067.0000000,3186.0000000,3046.0000000,3145.0000000,94766
25/03/20,00:00:00,3145.0000000,3326.0000000,2982.0000000,3152.0000000,233321
26/03/20,00:00:00,3157.0000000,3174.0000000,3040.0000000,3116.0000000,119109
27/03/20,00:00:00,3119.0000000,3121.0000000,2938.0000000,2967.0000000,111533
30/03/20,00:00:00,2959.0000000,3039.0000000,2836.0000000,3037.0000000,123674
