<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
03/01/19,00:00:00,154.1300000,157.3000000,154.1100000,156.2800000,14156530
04/01/19,00:00:00,156.7400000,159.1500000,156.7100000,159.1500000,14532100
08/01/19,00:00:00,158.6500000,158.9400000,156.5500000,158.2600000,16952510
09/01/19,00:00:00,158.8800000,160.4000000,158.4000000,160.2400000,19132150
10/01/19,00:00:00,159.7400000,160.2000000,157.5600000,160.2000000,19908540
11/01/19,00:00:00,160.2100000,161.1300000,159.8000000,161.0000000,17594360
14/01/19,00:00:00,159.8400000,160.7500000,159.2000000,160.4800000,12570310
15/01/19,00:00:00,160.9700000,161.5000000,157.3500000,158.1500000,20807500
16/01/19,00:00:00,158.3500000,158.7500000,155.8000000,156.9000000,20854450
17/01/19,00:00:00,157.2100000,157.2900000,155.6000000,157.1000000,16138910
18/01/19,00:00:00,158.1700000,159.2000000,157.4300000,159.2000000,18171920
21/01/19,00:00:00,159.0200000,160.0700000,158.0100000,158.3000000,11848340
22/01/19,00:00:00,157.8600000,158.5000000,156.5700000,158.5000000,18825760
23/01/19,00:00:00,158.2200000,159.9000000,158.0200000,159.9000000,14565330
24/01/19,00:00:00,159.7100000,162.7800000,158.8600000,160.9000000,35642150
25/01/19,00:00:00,161.6100000,162.8200000,160.1800000,162.8200000,19740330
28/01/19,00:00:00,162.4000000,163.5800000,159.8200000,160.5600000,23869790
29/01/19,00:00:00,160.1400000,162.9800000,159.0000000,162.9500000,22802210
30/01/19,00:00:00,162.5100000,165.8400000,162.2600000,165.4000000,25103830
31/01/19,00:00:00,166.0000000,166.4900000,162.5500000,162.8200000,30619120
01/02/19,00:00:00,162.4700000,164.3700000,161.7500000,163.3300000,23022290
04/02/19,00:00:00,163.3700000,165.0000000,162.8100000,163.2000000,11455620
05/02/19,00:00:00,163.4500000,165.4300000,162.5400000,164.2500000,13705790
06/02/19,00:00:00,164.4400000,164.6700000,163.0700000,163.2100000,9544680
07/02/19,00:00:00,162.8800000,163.4400000,159.1000000,160.3900000,23511620
08/02/19,00:00:00,159.1700000,161.3600000,158.1100000,159.8000000,19392120
11/02/19,00:00:00,160.4300000,162.3000000,160.1800000,161.2900000,19102430
12/02/19,00:00:00,161.5000000,163.6800000,160.7500000,163.6800000,14959180
13/02/19,00:00:00,163.9400000,164.2800000,159.2700000,159.2700000,21976740
14/02/19,00:00:00,157.3500000,158.7400000,155.1500000,155.1500000,38217060
15/02/19,00:00:00,155.9900000,159.0400000,155.8900000,159.0400000,24534440
18/02/19,00:00:00,159.2500000,159.9000000,156.1400000,156.4300000,17714880
19/02/19,00:00:00,156.4900000,157.1400000,153.3600000,154.0300000,20048780
20/02/19,00:00:00,154.6700000,155.6600000,153.6700000,154.4300000,21132090
21/02/19,00:00:00,154.8400000,155.4100000,153.0100000,153.5000000,15195440
22/02/19,00:00:00,153.5100000,155.6500000,153.4900000,154.6400000,13174630
25/02/19,00:00:00,155.0100000,155.3700000,153.5600000,154.6000000,14729430
26/02/19,00:00:00,153.9200000,155.3600000,152.8200000,155.3600000,18264040
27/02/19,00:00:00,155.7000000,157.1500000,154.8200000,156.4000000,19613350
28/02/19,00:00:00,156.3700000,159.2500000,156.0200000,158.9900000,34637820
01/03/19,00:00:00,158.9200000,159.5500000,156.3100000,156.7100000,21869220
04/03/19,00:00:00,156.7500000,156.7600000,154.4000000,154.4000000,17191730
05/03/19,00:00:00,154.0400000,154.6500000,153.1100000,153.2000000,20106870
06/03/19,00:00:00,153.3500000,154.4500000,153.0700000,154.2000000,17118260
07/03/19,00:00:00,154.0000000,154.1900000,151.5800000,151.9000000,19664780
11/03/19,00:00:00,151.9000000,152.4700000,150.5100000,151.6000000,19475200
12/03/19,00:00:00,152.2400000,152.9500000,150.8400000,151.6400000,15459330
13/03/19,00:00:00,151.2500000,153.3000000,150.6600000,153.3000000,18541850
14/03/19,00:00:00,153.3500000,154.4000000,152.5300000,152.6800000,19954820
15/03/19,00:00:00,152.9800000,154.5600000,152.1100000,154.5600000,33323370
18/03/19,00:00:00,154.1700000,156.4800000,153.6000000,155.8400000,22046180
19/03/19,00:00:00,155.8400000,156.4500000,154.6000000,155.5000000,17522800
20/03/19,00:00:00,155.5400000,156.1400000,154.0000000,156.0900000,20074900
21/03/19,00:00:00,156.3000000,156.7000000,154.5200000,155.3300000,28106530
