<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
08/07/19,00:00:00,137520.0000000,138340.0000000,136600.0000000,137900.0000000,239546
09/07/19,00:00:00,137870.0000000,138200.0000000,136900.0000000,137090.0000000,194056
10/07/19,00:00:00,137110.0000000,139270.0000000,136830.0000000,138660.0000000,336846
11/07/19,00:00:00,138780.0000000,139540.0000000,137240.0000000,137950.0000000,329562
12/07/19,00:00:00,137920.0000000,138000.0000000,136140.0000000,137830.0000000,287384
15/07/19,00:00:00,137860.0000000,137980.0000000,136600.0000000,136890.0000000,247543
16/07/19,00:00:00,136900.0000000,136940.0000000,135360.0000000,135610.0000000,349540
17/07/19,00:00:00,135690.0000000,136970.0000000,135410.0000000,135910.0000000,318426
18/07/19,00:00:00,135950.0000000,136570.0000000,135120.0000000,136380.0000000,371673
19/07/19,00:00:00,136520.0000000,137000.0000000,135090.0000000,135250.0000000,276701
22/07/19,00:00:00,135370.0000000,135700.0000000,134150.0000000,134670.0000000,294689
23/07/19,00:00:00,134620.0000000,135480.0000000,134160.0000000,135340.0000000,272864
24/07/19,00:00:00,135290.0000000,135400.0000000,133700.0000000,134020.0000000,264326
25/07/19,00:00:00,134070.0000000,136600.0000000,132970.0000000,134550.0000000,451109
26/07/19,00:00:00,134610.0000000,136340.0000000,134530.0000000,135880.0000000,330554
29/07/19,00:00:00,135750.0000000,135990.0000000,134880.0000000,135980.0000000,197293
30/07/19,00:00:00,135990.0000000,136200.0000000,135060.0000000,135980.0000000,217818
31/07/19,00:00:00,135980.0000000,136960.0000000,133530.0000000,134970.0000000,394456
01/08/19,00:00:00,134930.0000000,135420.0000000,131900.0000000,132090.0000000,400937
02/08/19,00:00:00,131980.0000000,132320.0000000,129140.0000000,129680.0000000,543418
05/08/19,00:00:00,129640.0000000,129780.0000000,127430.0000000,127750.0000000,435982
06/08/19,00:00:00,127830.0000000,130290.0000000,127830.0000000,129690.0000000,331753
07/08/19,00:00:00,129700.0000000,130730.0000000,128090.0000000,130000.0000000,505043
08/08/19,00:00:00,130000.0000000,131120.0000000,130000.0000000,130910.0000000,282804
09/08/19,00:00:00,130900.0000000,130900.0000000,128930.0000000,129850.0000000,345404
12/08/19,00:00:00,129940.0000000,130470.0000000,128810.0000000,129720.0000000,287754
13/08/19,00:00:00,129590.0000000,130940.0000000,127900.0000000,130350.0000000,508124
14/08/19,00:00:00,130330.0000000,130580.0000000,125520.0000000,126130.0000000,551627
