<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,Close,<VOL>
15/05/13,00:00:00,10.462.0000000,10.495.0000000,10.282.0000000,10.414.0000000,622.524
16/05/13,00:00:00,10.405.0000000,10.448.0000000,10.260.0000000,10.264.0000000,542.060
17/05/13,00:00:00,10.274.0000000,10.594.0000000,10.228.0000000,10.578.0000000,641.859
20/05/13,00:00:00,10.588.0000000,10.754.0000000,10.573.0000000,10.712.0000000,609.464
21/05/13,00:00:00,10.709.0000000,10.996.0000000,10.638.0000000,10.950.0000000,749.737
22/05/13,00:00:00,10.952.0000000,11.192.0000000,10.937.0000000,10.991.0000000,851.265
23/05/13,00:00:00,10.984.0000000,10.984.0000000,10.599.0000000,10.662.0000000,941.921
24/05/13,00:00:00,10.676.0000000,10.702.0000000,10.287.0000000,10.394.0000000,1.012.644
27/05/13,00:00:00,10.398.0000000,10.443.0000000,10.254.0000000,10.355.0000000,451.065
28/05/13,00:00:00,10.357.0000000,10.544.0000000,10.309.0000000,10.367.0000000,739.582
29/05/13,00:00:00,10.360.0000000,10.395.0000000,10.001.0000000,10.065.0000000,859.546
30/05/13,00:00:00,10.060.0000000,10.142.0000000,9.925.0000000,10.070.0000000,937.386
31/05/13,00:00:00,10.082.0000000,10.102.0000000,9.773.0000000,9.791.0000000,893.420
03/06/13,00:00:00,9.773.0000000,10.085.0000000,9.712.0000000,9.990.0000000,1.102.928
04/06/13,00:00:00,9.993.0000000,10.175.0000000,9.822.0000000,9.894.0000000,813.044
05/06/13,00:00:00,9.893.0000000,9.950.0000000,9.671.0000000,9.705.0000000,883.989
06/06/13,00:00:00,9.711.0000000,9.880.0000000,9.631.0000000,9.839.0000000,776.870
07/06/13,00:00:00,9.831.0000000,9.976.0000000,9.704.0000000,9.917.0000000,829.628
10/06/13,00:00:00,10.046.0000000,10.174.0000000,9.845.0000000,9.871.0000000,46.037
11/06/13,00:00:00,9.867.0000000,9.962.0000000,9.509.0000000,9.636.0000000,102.570
13/06/13,00:00:00,9.609.0000000,9.609.0000000,9.160.0000000,9.393.0000000,340.234
14/06/13,00:00:00,9.403.0000000,9.514.0000000,9.261.0000000,9.431.0000000,567.394
17/06/13,00:00:00,9.439.0000000,9.706.0000000,9.439.0000000,9.643.0000000,707.054
18/06/13,00:00:00,9.645.0000000,9.808.0000000,9.621.0000000,9.765.0000000,640.231
19/06/13,00:00:00,9.765.0000000,9.774.0000000,9.441.0000000,9.458.0000000,753.911
20/06/13,00:00:00,9.453.0000000,9.453.0000000,9.071.0000000,9.089.0000000,802.468
21/06/13,00:00:00,9.093.0000000,9.447.0000000,9.093.0000000,9.332.0000000,843.328
24/06/13,00:00:00,9.326.0000000,9.326.0000000,8.955.0000000,9.057.0000000,738.461
25/06/13,00:00:00,9.053.0000000,9.185.0000000,9.005.0000000,9.133.0000000,627.203
26/06/13,00:00:00,9.132.0000000,9.424.0000000,9.058.0000000,9.422.0000000,805.094
27/06/13,00:00:00,9.414.0000000,9.497.0000000,9.311.0000000,9.461.0000000,701.485
28/06/13,00:00:00,9.464.0000000,9.585.0000000,9.339.0000000,9.466.0000000,725.881
01/07/13,00:00:00,9.469.0000000,9.677.0000000,9.420.0000000,9.625.0000000,540.293
02/07/13,00:00:00,9.634.0000000,9.683.0000000,9.436.0000000,9.483.0000000,539.865
03/07/13,00:00:00,9.486.0000000,9.520.0000000,9.369.0000000,9.461.0000000,496.362
04/07/13,00:00:00,9.464.0000000,9.600.0000000,9.334.0000000,9.516.0000000,511.325
05/07/13,00:00:00,9.520.0000000,9.611.0000000,9.360.0000000,9.429.0000000,654.179
08/07/13,00:00:00,9.435.0000000,9.462.0000000,9.298.0000000,9.381.0000000,477.094
09/07/13,00:00:00,9.391.0000000,9.453.0000000,9.308.0000000,9.362.0000000,437.694
10/07/13,00:00:00,9.360.0000000,9.379.0000000,9.176.0000000,9.223.0000000,525.184
11/07/13,00:00:00,9.230.0000000,9.693.0000000,9.230.0000000,9.672.0000000,762.360
12/07/13,00:00:00,9.668.0000000,9.971.0000000,9.626.0000000,9.946.0000000,795.219
15/07/13,00:00:00,9.954.0000000,10.130.0000000,9.931.0000000,10.095.0000000,770.646
16/07/13,00:00:00,10.092.0000000,10.218.0000000,9.975.0000000,10.022.0000000,643.912
17/07/13,00:00:00,10.020.0000000,10.269.0000000,9.955.0000000,10.255.0000000,735.286
18/07/13,00:00:00,10.250.0000000,10.250.0000000,9.840.0000000,9.924.0000000,836.181
19/07/13,00:00:00,9.911.0000000,10.225.0000000,9.847.0000000,10.053.0000000,819.704
22/07/13,00:00:00,10.070.0000000,10.114.0000000,9.835.0000000,9.876.0000000,641.784
23/07/13,00:00:00,9.878.0000000,9.993.0000000,9.743.0000000,9.779.0000000,636.163
24/07/13,00:00:00,9.774.0000000,9.838.0000000,9.661.0000000,9.758.0000000,822.707
25/07/13,00:00:00,9.755.0000000,9.784.0000000,9.627.0000000,9.719.0000000,718.405
26/07/13,00:00:00,9.725.0000000,9.767.0000000,9.501.0000000,9.618.0000000,606.240
29/07/13,00:00:00,9.603.0000000,9.651.0000000,9.506.0000000,9.512.0000000,474.221
30/07/13,00:00:00,9.520.0000000,9.593.0000000,9.460.0000000,9.520.0000000,536.924
31/07/13,00:00:00,9.521.0000000,9.693.0000000,9.453.0000000,9.642.0000000,671.817
01/08/13,00:00:00,9.647.0000000,9.835.0000000,9.647.0000000,9.834.0000000,477.684
02/08/13,00:00:00,9.826.0000000,9.863.0000000,9.650.0000000,9.795.0000000,525.185
05/08/13,00:00:00,9.795.0000000,9.835.0000000,9.675.0000000,9.681.0000000,334.038
06/08/13,00:00:00,9.679.0000000,9.694.0000000,9.513.0000000,9.538.0000000,470.478
07/08/13,00:00:00,9.537.0000000,9.599.0000000,9.474.0000000,9.535.0000000,521.044
08/08/13,00:00:00,9.535.0000000,9.589.0000000,9.396.0000000,9.520.0000000,578.826
09/08/13,00:00:00,9.518.0000000,9.666.0000000,9.461.0000000,9.650.0000000,502.433
12/08/13,00:00:00,9.646.0000000,9.726.0000000,9.536.0000000,9.720.0000000,556.707
13/08/13,00:00:00,9.723.0000000,9.859.0000000,9.720.0000000,9.839.0000000,507.757
14/08/13,00:00:00,9.823.0000000,9.885.0000000,9.777.0000000,9.837.0000000,428.793
15/08/13,00:00:00,9.824.0000000,9.842.0000000,9.580.0000000,9.616.0000000,525.583
16/08/13,00:00:00,9.614.0000000,9.635.0000000,9.405.0000000,9.411.0000000,555.666
19/08/13,00:00:00,9.405.0000000,9.485.0000000,9.340.0000000,9.360.0000000,545.392
20/08/13,00:00:00,9.360.0000000,9.360.0000000,9.193.0000000,9.230.0000000,533.408
21/08/13,00:00:00,9.229.0000000,9.310.0000000,9.038.0000000,9.088.0000000,678.788
22/08/13,00:00:00,9.080.0000000,9.295.0000000,9.019.0000000,9.273.0000000,673.318
23/08/13,00:00:00,9.265.0000000,9.320.0000000,9.203.0000000,9.270.0000000,478.295
26/08/13,00:00:00,9.270.0000000,9.323.0000000,9.098.0000000,9.114.0000000,430.574
27/08/13,00:00:00,9.110.0000000,9.127.0000000,8.981.0000000,9.000.0000000,560.363
28/08/13,00:00:00,9.000.0000000,9.064.0000000,8.889.0000000,8.965.0000000,783.205
29/08/13,00:00:00,8.966.0000000,9.087.0000000,8.952.0000000,8.986.0000000,572.823
30/08/13,00:00:00,8.989.0000000,9.028.0000000,8.790.0000000,8.809.0000000,598.904
02/09/13,00:00:00,8.815.0000000,9.020.0000000,8.815.0000000,9.004.0000000,355.676
03/09/13,00:00:00,9.004.0000000,9.127.0000000,8.968.0000000,9.042.0000000,640.047
04/09/13,00:00:00,9.048.0000000,9.097.0000000,8.959.0000000,9.085.0000000,430.093
05/09/13,00:00:00,9.082.0000000,9.347.0000000,9.043.0000000,9.323.0000000,774.024
06/09/13,00:00:00,9.311.0000000,9.523.0000000,9.196.0000000,9.300.0000000,1.038.812
09/09/13,00:00:00,9.310.0000000,9.565.0000000,9.305.0000000,9.537.0000000,738.490
10/09/13,00:00:00,9.649.0000000,9.810.0000000,9.589.0000000,9.761.0000000,156.615
11/09/13,00:00:00,9.775.0000000,9.825.0000000,9.633.0000000,9.710.0000000,119.416
12/09/13,00:00:00,9.718.0000000,9.748.0000000,9.532.0000000,9.654.0000000,232.721
13/09/13,00:00:00,9.648.0000000,9.767.0000000,9.596.0000000,9.750.0000000,332.034
16/09/13,00:00:00,9.750.0000000,10.048.0000000,9.750.0000000,9.987.0000000,538.289
17/09/13,00:00:00,9.986.0000000,10.083.0000000,9.934.0000000,10.035.0000000,374.825
18/09/13,00:00:00,10.040.0000000,10.472.0000000,10.031.0000000,10.414.0000000,768.341
19/09/13,00:00:00,10.404.0000000,10.498.0000000,10.284.0000000,10.338.0000000,741.545
20/09/13,00:00:00,10.330.0000000,10.387.0000000,10.265.0000000,10.311.0000000,439.765
23/09/13,00:00:00,10.320.0000000,10.357.0000000,10.211.0000000,10.285.0000000,433.794
24/09/13,00:00:00,10.280.0000000,10.280.0000000,10.154.0000000,10.165.0000000,479.430
25/09/13,00:00:00,10.164.0000000,10.349.0000000,10.139.0000000,10.318.0000000,595.141
26/09/13,00:00:00,10.319.0000000,10.389.0000000,10.208.0000000,10.253.0000000,602.119
27/09/13,00:00:00,10.260.0000000,10.290.0000000,9.947.0000000,9.971.0000000,597.538
30/09/13,00:00:00,9.968.0000000,9.968.0000000,9.821.0000000,9.872.0000000,455.006
01/10/13,00:00:00,9.873.0000000,10.107.0000000,9.873.0000000,10.068.0000000,503.566
02/10/13,00:00:00,10.068.0000000,10.068.0000000,9.836.0000000,9.941.0000000,520.877
03/10/13,00:00:00,9.941.0000000,9.998.0000000,9.858.0000000,9.919.0000000,522.188
04/10/13,00:00:00,9.918.0000000,10.175.0000000,9.877.0000000,10.145.0000000,545.623
07/10/13,00:00:00,10.131.0000000,10.184.0000000,10.020.0000000,10.122.0000000,426.932
08/10/13,00:00:00,10.120.0000000,10.336.0000000,10.097.0000000,10.240.0000000,595.453
09/10/13,00:00:00,10.250.0000000,10.406.0000000,10.204.0000000,10.283.0000000,543.185
10/10/13,00:00:00,10.290.0000000,10.547.0000000,10.290.0000000,10.494.0000000,651.269
11/10/13,00:00:00,10.496.0000000,10.515.0000000,10.344.0000000,10.411.0000000,538.869
14/10/13,00:00:00,10.410.0000000,10.494.0000000,10.275.0000000,10.484.0000000,376.463
15/10/13,00:00:00,10.480.0000000,10.594.0000000,10.453.0000000,10.484.0000000,496.571
16/10/13,00:00:00,10.486.0000000,10.606.0000000,10.458.0000000,10.516.0000000,455.834
17/10/13,00:00:00,10.511.0000000,10.521.0000000,10.327.0000000,10.477.0000000,549.892
18/10/13,00:00:00,10.479.0000000,10.659.0000000,10.448.0000000,10.593.0000000,557.997
21/10/13,00:00:00,10.605.0000000,10.683.0000000,10.580.0000000,10.623.0000000,390.550
22/10/13,00:00:00,10.633.0000000,10.670.0000000,10.539.0000000,10.625.0000000,456.985
23/10/13,00:00:00,10.620.0000000,10.620.0000000,10.380.0000000,10.398.0000000,440.349
24/10/13,00:00:00,10.399.0000000,10.467.0000000,10.344.0000000,10.380.0000000,458.566
25/10/13,00:00:00,10.379.0000000,10.447.0000000,10.288.0000000,10.394.0000000,519.948
28/10/13,00:00:00,10.400.0000000,10.541.0000000,10.329.0000000,10.350.0000000,394.535
29/10/13,00:00:00,10.360.0000000,10.431.0000000,10.290.0000000,10.359.0000000,419.656
30/10/13,00:00:00,10.361.0000000,10.495.0000000,10.252.0000000,10.319.0000000,525.351
31/10/13,00:00:00,10.310.0000000,10.383.0000000,10.244.0000000,10.340.0000000,488.842
01/11/13,00:00:00,10.339.0000000,10.447.0000000,10.316.0000000,10.415.0000000,402.221
05/11/13,00:00:00,10.420.0000000,10.549.0000000,10.272.0000000,10.293.0000000,397.281
06/11/13,00:00:00,10.309.0000000,10.367.0000000,10.280.0000000,10.314.0000000,397.904
07/11/13,00:00:00,10.315.0000000,10.448.0000000,10.260.0000000,10.287.0000000,568.905
08/11/13,00:00:00,10.287.0000000,10.309.0000000,10.206.0000000,10.269.0000000,556.485
11/11/13,00:00:00,10.270.0000000,10.296.0000000,10.194.0000000,10.234.0000000,292.541
12/11/13,00:00:00,10.237.0000000,10.472.0000000,10.225.0000000,10.436.0000000,589.489
13/11/13,00:00:00,10.426.0000000,10.535.0000000,10.154.0000000,10.292.0000000,823.699
14/11/13,00:00:00,10.298.0000000,10.464.0000000,10.298.0000000,10.445.0000000,557.350
15/11/13,00:00:00,10.448.0000000,10.516.0000000,10.367.0000000,10.424.0000000,573.945
18/11/13,00:00:00,10.427.0000000,10.676.0000000,10.393.0000000,10.658.0000000,602.658
19/11/13,00:00:00,10.654.0000000,10.716.0000000,10.601.0000000,10.625.0000000,607.723
20/11/13,00:00:00,10.611.0000000,10.699.0000000,10.541.0000000,10.592.0000000,572.678
21/11/13,00:00:00,10.585.0000000,10.585.0000000,10.484.0000000,10.570.0000000,473.068
22/11/13,00:00:00,10.568.0000000,10.582.0000000,10.456.0000000,10.573.0000000,416.938
25/11/13,00:00:00,10.575.0000000,10.650.0000000,10.507.0000000,10.532.0000000,427.491
26/11/13,00:00:00,10.538.0000000,10.559.0000000,10.342.0000000,10.425.0000000,622.011
27/11/13,00:00:00,10.425.0000000,10.444.0000000,10.294.0000000,10.346.0000000,530.848
28/11/13,00:00:00,10.356.0000000,10.403.0000000,10.261.0000000,10.307.0000000,386.128
29/11/13,00:00:00,10.307.0000000,10.380.0000000,10.207.0000000,10.331.0000000,567.268
02/12/13,00:00:00,10.330.0000000,10.385.0000000,10.211.0000000,10.225.0000000,411.600
03/12/13,00:00:00,10.215.0000000,10.264.0000000,10.018.0000000,10.050.0000000,639.144
04/12/13,00:00:00,10.050.0000000,10.098.0000000,9.896.0000000,9.939.0000000,678.068
05/12/13,00:00:00,9.936.0000000,10.011.0000000,9.792.0000000,9.804.0000000,632.136
06/12/13,00:00:00,9.809.0000000,10.015.0000000,9.804.0000000,10.006.0000000,712.077
09/12/13,00:00:00,10.008.0000000,10.146.0000000,9.968.0000000,10.120.0000000,558.285
10/12/13,00:00:00,10.128.0000000,10.270.0000000,10.090.0000000,10.130.0000000,66.217
11/12/13,00:00:00,10.136.0000000,10.225.0000000,10.059.0000000,10.101.0000000,179.984
12/12/13,00:00:00,10.069.0000000,10.160.0000000,9.928.0000000,10.001.0000000,204.510
13/12/13,00:00:00,10.001.0000000,10.097.0000000,9.966.0000000,10.030.0000000,323.763
16/12/13,00:00:00,10.023.0000000,10.148.0000000,9.921.0000000,10.130.0000000,432.921
17/12/13,00:00:00,10.135.0000000,10.229.0000000,10.108.0000000,10.171.0000000,468.853
18/12/13,00:00:00,10.185.0000000,10.343.0000000,10.001.0000000,10.273.0000000,413.887
19/12/13,00:00:00,10.275.0000000,10.370.0000000,10.231.0000000,10.329.0000000,523.013
20/12/13,00:00:00,10.330.0000000,10.375.0000000,10.275.0000000,10.364.0000000,411.896
23/12/13,00:00:00,10.365.0000000,10.404.0000000,10.313.0000000,10.365.0000000,312.118
24/12/13,00:00:00,10.365.0000000,10.372.0000000,10.298.0000000,10.324.0000000,220.280
25/12/13,00:00:00,10.326.0000000,10.337.0000000,10.249.0000000,10.260.0000000,109.042
26/12/13,00:00:00,10.267.0000000,10.342.0000000,10.256.0000000,10.310.0000000,122.301
27/12/13,00:00:00,10.318.0000000,10.343.0000000,10.158.0000000,10.182.0000000,174.022
30/12/13,00:00:00,10.175.0000000,10.272.0000000,10.166.0000000,10.255.0000000,149.416
06/01/14,00:00:00,10.254.0000000,10.254.0000000,9.883.0000000,9.901.0000000,225.299
08/01/14,00:00:00,9.910.0000000,10.037.0000000,9.875.0000000,9.904.0000000,250.444
09/01/14,00:00:00,9.904.0000000,9.975.0000000,9.805.0000000,9.840.0000000,344.856
10/01/14,00:00:00,9.845.0000000,10.037.0000000,9.841.0000000,10.012.0000000,351.421
13/01/14,00:00:00,10.010.0000000,10.109.0000000,9.975.0000000,9.984.0000000,383.218
14/01/14,00:00:00,9.985.0000000,10.057.0000000,9.918.0000000,10.056.0000000,487.686
15/01/14,00:00:00,10.052.0000000,10.196.0000000,10.030.0000000,10.186.0000000,441.192
16/01/14,00:00:00,10.185.0000000,10.239.0000000,10.057.0000000,10.090.0000000,450.086
17/01/14,00:00:00,10.096.0000000,10.213.0000000,10.073.0000000,10.157.0000000,402.327
20/01/14,00:00:00,10.154.0000000,10.285.0000000,10.131.0000000,10.267.0000000,349.535
21/01/14,00:00:00,10.274.0000000,10.318.0000000,10.227.0000000,10.261.0000000,407.045
22/01/14,00:00:00,10.262.0000000,10.346.0000000,10.173.0000000,10.341.0000000,398.949
23/01/14,00:00:00,10.331.0000000,10.363.0000000,10.112.0000000,10.132.0000000,498.525
24/01/14,00:00:00,10.137.0000000,10.184.0000000,9.869.0000000,9.905.0000000,641.692
27/01/14,00:00:00,9.901.0000000,9.977.0000000,9.784.0000000,9.880.0000000,627.924
28/01/14,00:00:00,9.876.0000000,9.937.0000000,9.767.0000000,9.835.0000000,510.248
29/01/14,00:00:00,9.843.0000000,9.970.0000000,9.636.0000000,9.711.0000000,858.353
30/01/14,00:00:00,9.707.0000000,9.735.0000000,9.507.0000000,9.619.0000000,722.999
31/01/14,00:00:00,9.616.0000000,9.695.0000000,9.504.0000000,9.606.0000000,573.414
03/02/14,00:00:00,9.598.0000000,9.655.0000000,9.367.0000000,9.384.0000000,541.044
04/02/14,00:00:00,9.381.0000000,9.537.0000000,9.376.0000000,9.528.0000000,563.862
05/02/14,00:00:00,9.526.0000000,9.650.0000000,9.461.0000000,9.634.0000000,555.119
06/02/14,00:00:00,9.634.0000000,9.776.0000000,9.623.0000000,9.753.0000000,444.777
07/02/14,00:00:00,9.758.0000000,9.790.0000000,9.663.0000000,9.738.0000000,497.671
10/02/14,00:00:00,9.741.0000000,9.754.0000000,9.573.0000000,9.618.0000000,332.758
11/02/14,00:00:00,9.625.0000000,9.722.0000000,9.606.0000000,9.714.0000000,336.592
12/02/14,00:00:00,9.715.0000000,9.773.0000000,9.667.0000000,9.715.0000000,384.871
13/02/14,00:00:00,9.713.0000000,9.713.0000000,9.574.0000000,9.698.0000000,438.838
14/02/14,00:00:00,9.695.0000000,9.771.0000000,9.611.0000000,9.767.0000000,422.390
17/02/14,00:00:00,9.763.0000000,9.855.0000000,9.751.0000000,9.782.0000000,372.975
18/02/14,00:00:00,9.787.0000000,9.830.0000000,9.670.0000000,9.697.0000000,410.015
19/02/14,00:00:00,9.698.0000000,9.712.0000000,9.422.0000000,9.437.0000000,598.508
20/02/14,00:00:00,9.432.0000000,9.519.0000000,9.387.0000000,9.510.0000000,493.293
21/02/14,00:00:00,9.514.0000000,9.588.0000000,9.475.0000000,9.562.0000000,412.404
24/02/14,00:00:00,9.552.0000000,9.562.0000000,9.429.0000000,9.555.0000000,375.372
25/02/14,00:00:00,9.548.0000000,9.573.0000000,9.350.0000000,9.444.0000000,459.315
26/02/14,00:00:00,9.448.0000000,9.484.0000000,9.201.0000000,9.234.0000000,573.100
27/02/14,00:00:00,9.238.0000000,9.273.0000000,8.953.0000000,9.060.0000000,766.684
28/02/14,00:00:00,9.061.0000000,9.178.0000000,8.910.0000000,9.108.0000000,900.172
03/03/14,00:00:00,9.104.0000000,9.104.0000000,7.516.0000000,7.944.0000000,1.324.530
04/03/14,00:00:00,7.931.0000000,8.391.0000000,7.739.0000000,8.186.0000000,1.096.073
05/03/14,00:00:00,8.195.0000000,8.277.0000000,8.020.0000000,8.157.0000000,598.497
06/03/14,00:00:00,8.159.0000000,8.388.0000000,7.233.0000000,8.019.0000000,1.058.513
07/03/14,00:00:00,8.020.0000000,8.162.0000000,7.825.0000000,7.849.0000000,689.069
11/03/14,00:00:00,7.735.0000000,7.849.0000000,7.450.0000000,7.460.0000000,44.684
12/03/14,00:00:00,7.480.0000000,7.530.0000000,7.060.0000000,7.153.0000000,95.271
13/03/14,00:00:00,7.169.0000000,7.288.0000000,6.522.0000000,6.600.0000000,348.651
14/03/14,00:00:00,6.622.0000000,7.076.0000000,6.322.0000000,7.014.0000000,925.656
17/03/14,00:00:00,7.030.0000000,7.545.0000000,6.978.0000000,7.529.0000000,1.233.912
18/03/14,00:00:00,7.532.0000000,7.917.0000000,7.351.0000000,7.789.0000000,1.315.617
19/03/14,00:00:00,7.799.0000000,7.997.0000000,7.635.0000000,7.680.0000000,1.023.631
20/03/14,00:00:00,7.675.0000000,7.812.0000000,7.374.0000000,7.416.0000000,1.058.093
21/03/14,00:00:00,7.421.0000000,7.636.0000000,7.314.0000000,7.525.0000000,1.064.673
24/03/14,00:00:00,7.537.0000000,7.787.0000000,7.501.0000000,7.571.0000000,812.195
25/03/14,00:00:00,7.575.0000000,8.100.0000000,7.527.0000000,8.073.0000000,1.124.162
26/03/14,00:00:00,8.075.0000000,8.303.0000000,8.000.0000000,8.030.0000000,920.638
27/03/14,00:00:00,8.036.0000000,8.128.0000000,7.794.0000000,7.930.0000000,941.510
28/03/14,00:00:00,7.930.0000000,8.117.0000000,7.889.0000000,7.941.0000000,659.506
31/03/14,00:00:00,7.950.0000000,8.312.0000000,7.950.0000000,8.302.0000000,755.915
01/04/14,00:00:00,8.305.0000000,8.409.0000000,8.215.0000000,8.274.0000000,650.779
02/04/14,00:00:00,8.284.0000000,8.350.0000000,8.066.0000000,8.263.0000000,675.024
03/04/14,00:00:00,8.259.0000000,8.274.0000000,7.963.0000000,8.037.0000000,691.507
04/04/14,00:00:00,8.041.0000000,8.233.0000000,7.959.0000000,8.051.0000000,709.914
07/04/14,00:00:00,8.044.0000000,8.056.0000000,7.710.0000000,7.759.0000000,964.176
08/04/14,00:00:00,7.760.0000000,7.868.0000000,7.661.0000000,7.809.0000000,991.596
09/04/14,00:00:00,7.809.0000000,7.857.0000000,7.620.0000000,7.767.0000000,816.187
10/04/14,00:00:00,7.785.0000000,7.893.0000000,7.701.0000000,7.709.0000000,938.941
11/04/14,00:00:00,7.703.0000000,7.959.0000000,7.650.0000000,7.802.0000000,1.144.392
14/04/14,00:00:00,7.791.0000000,7.791.0000000,7.556.0000000,7.624.0000000,957.465
15/04/14,00:00:00,7.622.0000000,7.680.0000000,7.241.0000000,7.377.0000000,976.679
16/04/14,00:00:00,7.377.0000000,7.514.0000000,7.206.0000000,7.482.0000000,1.169.184
17/04/14,00:00:00,7.481.0000000,7.726.0000000,7.332.0000000,7.724.0000000,990.524
18/04/14,00:00:00,7.716.0000000,7.754.0000000,7.635.0000000,7.664.0000000,456.822
21/04/14,00:00:00,7.661.0000000,7.675.0000000,7.466.0000000,7.516.0000000,535.250
22/04/14,00:00:00,7.527.0000000,7.549.0000000,7.365.0000000,7.406.0000000,608.297
23/04/14,00:00:00,7.405.0000000,7.475.0000000,7.310.0000000,7.395.0000000,685.798
24/04/14,00:00:00,7.408.0000000,7.424.0000000,6.983.0000000,7.113.0000000,1.039.366
25/04/14,00:00:00,7.103.0000000,7.115.0000000,6.634.0000000,6.686.0000000,1.211.517
28/04/14,00:00:00,6.690.0000000,7.207.0000000,6.569.0000000,7.177.0000000,2.077.140
29/04/14,00:00:00,7.184.0000000,7.243.0000000,7.015.0000000,7.089.0000000,989.216
30/04/14,00:00:00,7.089.0000000,7.094.0000000,6.920.0000000,7.004.0000000,588.553
02/05/14,00:00:00,6.997.0000000,7.025.0000000,6.856.0000000,6.937.0000000,422.568
05/05/14,00:00:00,6.927.0000000,7.023.0000000,6.875.0000000,6.994.0000000,497.618
06/05/14,00:00:00,7.002.0000000,7.229.0000000,6.994.0000000,7.140.0000000,705.489
07/05/14,00:00:00,7.137.0000000,7.811.0000000,7.110.0000000,7.610.0000000,1.229.827
08/05/14,00:00:00,7.625.0000000,7.789.0000000,7.521.0000000,7.661.0000000,971.942
12/05/14,00:00:00,7.663.0000000,7.765.0000000,7.535.0000000,7.685.0000000,784.711
13/05/14,00:00:00,7.687.0000000,7.873.0000000,7.680.0000000,7.761.0000000,846.826
14/05/14,00:00:00,7.776.0000000,7.994.0000000,7.719.0000000,7.937.0000000,597.332
